,SCVL SPRING 2023 SEASON SCHEDULE,,,,,,,,,,,,,,,,,,,,
,Court 1,,,Court 2,,,Court 3,,,Court 4,,,Court 5,,,,,,,,
5:30 PM,,INT5 v INT12,ref: INT1,,COM7 v COM16,ref: COM10,,P+ OPEN PLAY,,,OPEN PLAY,MIXED,,OPEN PLAY,MIXED,,,COM8 COM9 COM14,,,COM18
6:30 PM,,COM5 v COM12,ref: COM16,,REC6 v REC7,ref: REC1,,COM1 v COM18,ref: COM2,,COM11 v COM15,ref: COM17,,COM10 v COM13,ref: COM6,,,POW3,,,
7:30 PM,,REC2 v REC4,ref: REC7,,REC1 v REC5,ref: REC6,,COM3 v COM18,ref: COM1,,COM2 v COM4,ref: COM11,,COM6 v COM17,ref: COM12,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Week 6: Mar 5,,,,,,,,,,,,,,,BYE,,,DOUBLE HEADER,
3:30 PM,,COM3 v COM4,ref: COM6,,COM10 v COM15,ref: COM11,,COM9 v COM18,ref: COM12,,REC3 v REC7,ref: REC5,,REC1 v REC6,ref: REC2,,,REC4,,,
4:30 PM,,COM2 v COM6,ref: COM3,,COM11 v COM14,ref: COM15,,COM12 v COM13,ref: COM18,,COM16 v COM17,ref: COM8,,REC2 v REC5,ref: REC6,,,INT1 INT7,,,
5:30 PM,,INT3 v INT5,ref: INT6,,COM8 v COM14,ref: COM13,,P+ OPEN PLAY,,,OPEN PLAY,MIXED,,OPEN PLAY,MIXED,,,COM1 COM5 COM7,,,COM14
6:30 PM,,INT2 v INT6,ref: INT10,,INT8 v INT13,ref: INT11,,POW1 v POW11,ref: POW10,,POW5 v POW7,ref: POW8,,POW3 v POW9,ref: POW4,,,POW6,,,
7:30 PM,,INT10 v INT11,ref: INT2,,INT9 v INT12,ref: INT8,,INT4 v INT14,ref: INT13,,POW4 v POW8,ref: POW5,,POW2 v POW10,ref: POW11,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Week 7: Mar 12,,,,,,,,,,,,,,,BYE,,,DOUBLE HEADER,
