,,,,,,,,,,,,,,,,,,,,,,
,,SCVL SPRING 2026 SEASON SCHEDULE,,,,,,,,,,,,,,,,,,,,
,,Court 1,,,Court 2,,,Court 3,,,Court 4,,,Court 5,,,,,,,,
,6:30 PM,,COM3 v COM5,ref: COM10,,COM12 v COM18,ref: COM17,,OPEN PLAY,MIXED-SKILL,,INT3 v INT8,ref: INT4,,INT2 v INT5,ref: INT1,,,COM1 COM13,,,
,7:30 PM,,COM4 v COM17,ref: COM12,,COM10 v COM11,ref: COM6,,COM7 v COM14,ref: COM15,,REC3 v REC6,ref: REC2,,REC1 v REC8,ref: REC7,,,POW10,,,
,8:30 PM,,COM8 v COM16,ref: COM4,,COM2 v COM9,ref: COM11,,COM6 v COM15,ref: COM14,,REC4 v REC5,ref: REC3,,REC2 v REC7,ref: REC1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,🦄 NO LEAGUE PLAY APR 5:  EASTER WEEKEND 🦄,,,,,,,,,,,,,,,,,,,,
,,,Week 10: Apr 12,,,,,,,,,,,,,,,BYE,,,DOUBLE HEADER,
,3:30 PM,,REC1 v REC4,ref: REC6,,REC5 v REC9,ref: REC3,,COM2 v COM13,ref: COM8,,COM4 v COM11,ref: COM7,,COM15 v COM17,ref: COM10,,,,,,
,4:30 PM,,REC6 v REC8,ref: REC4,,REC2 v REC3,ref: REC1,,COM8 v COM10,ref: COM2,,COM7 v COM16,ref: COM12,,COM6 v COM9,ref: COM1,,,INT1,,,
,5:30 PM,,INT6 v INT12,ref: INT10,,INT5 v INT13,ref: INT15,,REC7 v REC10,ref: REC2,,COM1 v COM5,ref: COM16,,COM3 v COM12,ref: COM6,,,COM14 COM18,,,
,6:30 PM,,INT8 v INT9,ref: INT12,,INT10 v INT15,ref: INT3,,INT7 v INT11,ref: INT14,,POW1 v POW4,ref: POW6,,POW5 v POW11,ref: POW7,,,POW8,,,
,7:30 PM,,INT4 v INT14,ref: INT9,,INT2 v INT3,ref: INT8,,POW6 v POW10,ref: POW5,,POW2 v POW3,ref: POW4,,POW7 v POW9,ref: POW11,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
